,ra_cvsq,ra_cvsp,d4pg_cvsq,d4pg_cvsp,mad4pg_cvsq,mad4pg_cvsp,mamo_cvsq,mamo_cvsp
75,221.2142475031440,198.14179985253200,259.57333943595100,245.9655378387260,136.98514964566700,187.8903058462590,169.46887978131100,179.66468636852700
76,224.60750162261600,198.7427375853760,259.1492052707190,245.4422995823640,136.98499859089900,187.9480545263650,169.4705761661770,179.57465080492000
77,226.17522032577800,202.79687064268600,258.02818251791400,244.01997361752700,136.98500733330100,187.83704260598600,169.47235519105600,179.47584310757200
78,233.15307654850000,198.63263520149700,258.4109071172670,243.1736736869020,136.98514491819500,187.76346360851000,169.46790599280500,180.23769858854000
79,234.90296817036700,199.67662930726300,254.8435709204740,242.4240511174690,136.98512672093900,187.8118036692460,169.46752922351700,180.3022481182320
80,227.5011164176780,200.56723041777700,255.7840220100650,242.4540876964710,136.98525331489700,187.6006534951000,169.46923252635900,179.83913260427200
81,223.2614807147700,200.8958575272420,256.0244871242730,239.6476920912970,136.9851009347970,187.80698232649400,169.46943951191400,180.02938351336900
82,217.8361370540660,199.95304525768100,256.9725457143920,240.41349861988,136.98515047138600,187.75531135047200,169.4702681636080,179.8094380551490
83,223.7509944998660,197.1509436920340,256.08957608842900,239.7641920809460,136.985093450605,187.8751655476000,169.47109065653100,179.55192396237700
84,229.3324330616260,198.20243169655400,251.37213524713700,237.31175426197700,136.98498328092700,187.9251608737850,169.46695475366500,180.04796087540100
85,225.73996427951500,196.1526439051360,251.41762058202000,241.39915615832100,136.98509774492200,187.8357744528,169.46452230069600,180.30158472463800
86,221.35346106972400,198.43593944378000,252.8323221798990,239.88124317578400,136.98508479634100,187.82504367435700,169.4726197777560,179.61642987109000
87,218.78310562690000,200.54267879351900,258.7022237075670,240.79077272140100,136.98504379930900,187.90131486818300,169.47063726307100,179.65594158044400
88,224.1025272501150,199.60782686353600,261.5642711451440,243.9925873212440,136.98524301518800,187.62411443805200,169.46736479096500,179.96673398335500
89,222.11474941945400,199.57559930758800,260.22034240903400,245.49053531591300,136.98516157745800,187.6486081284680,169.4683032348630,179.97281653526500
90,221.8538524062150,198.48834746182500,259.1509935492440,243.5038060640570,136.9850063403290,187.9127249878460,169.47231878373100,179.66788419112100
91,232.2579490864250,200.9743205718200,261.4195053542870,245.34158165464400,136.9851587802030,187.66687072757900,169.4695957121230,179.57146989872900
92,228.70924114504400,196.9348703886910,262.3969026633480,246.9903653793250,136.98507704983600,187.79441657120800,169.46784129499400,179.89577278912700
93,225.52674876858000,198.13058657086200,261.5804531201060,245.8409040635720,136.98513383482900,187.7545979508760,169.47028071355300,179.83422488581100
94,229.91346723802000,198.21951627017300,259.5239673147330,246.2675051014190,136.98499153097300,187.83490994142900,169.47014917628200,179.82133042795500
95,227.112804316556,198.30114123655400,262.3658309864620,245.51042787300700,136.98497611877600,187.93943882211100,169.47331083031000,179.33158742226700
96,229.9564541028060,200.59928565028000,262.69416950439500,244.817150622059,136.98504037762100,187.82421820080900,169.4661532616090,180.1399839753260
97,231.38146892435300,197.55951746063500,259.8633980779900,243.62639965702500,136.98500571198600,187.8531231389770,169.47067155418100,179.6498317000630
98,226.7877681625020,197.8530204685320,261.0074023290030,244.94961748273,136.98490030688600,187.89948048388500,169.47234437804500,179.2475213316010
99,230.0863198448250,198.8951641618790,262.53035225451700,243.56180376296300,136.98497556042800,187.87247079063000,169.46905534827900,179.8535075872420
100,222.118131491768,201.6618090755990,261.82224544178800,243.1161383942930,136.9850256742380,187.85348400925800,169.4713978413900,179.56374483252200
101,224.417777511322,200.099934142609,261.8781356985240,243.2841250329660,136.98500908432400,187.77257014335700,169.4670810013020,180.09016056674700
102,228.6757212527130,198.69516169891100,262.1057969906430,243.29770587687300,136.98508249423100,187.74660221702200,169.4708570363590,179.5786025698230
103,233.97829684234700,197.03451387949200,262.5121701213830,245.14828833191300,136.985061879576,187.7564481148370,169.4692317949600,179.79415133897200
104,227.76874087820500,197.9539513621130,260.4556510916000,244.2291941041000,136.9849967361420,187.90254283444100,169.4676693903320,179.81640286340400
105,221.57632404291000,199.92614033655200,265.4728967118450,245.4481101475890,136.98507567170500,187.84633428444900,169.4703179177110,179.65889800570800
106,221.09539584262900,198.43319784619600,260.3102249897750,244.5012526690430,136.98499628244400,187.85697715380100,169.4691892327820,180.2678112814900
107,222.4603645279120,197.78214710120700,259.9102110011590,247.0761343240010,136.9850659315440,187.690456062219,169.4688078847690,179.62049019826400
108,230.80005694182300,197.39792563856900,261.7074473677690,247.21545213334700,136.9850641984130,187.79467603810800,169.472425278512,179.53504398712800
109,227.61837830847,198.00397512049900,262.7389650736410,248.013080200972,136.98509645108700,187.76485224982800,169.46958417017200,180.01783792534800
110,228.37557515469100,197.7163525838020,263.6995533688960,248.2710579131960,136.98499201194500,187.8174415768160,169.4709581890800,179.81443781910400
111,225.31230508644800,199.5858910996640,263.7710118319850,249.6802620537230,136.98511888327700,187.7768353309120,169.4733605507610,179.5104399045360
112,230.9810201038470,198.5542514456170,259.08356499797700,242.5447031643690,136.98516049356500,187.66045517854200,169.46978746617300,179.64189189390100
113,215.57980356016200,201.0368247266450,255.25429448246800,241.61073840229200,136.98497467137200,187.86505166534800,169.46932912371300,179.97513820021600
114,237.29626834367600,199.2344188396310,250.768453463622,239.7560140558890,136.98487711044200,187.98288447957300,169.46643288650800,180.15735868555500
115,228.5350124813410,197.8487612002650,250.59252412090000,238.61746354276600,136.98501991733000,187.8414273259120,169.46425453845900,180.33857349947100
116,230.93331520486900,200.98870901867900,251.95274032690500,237.82908483696700,136.9850323599560,187.8599387185500,169.46722706447800,180.20961936828700
117,224.6898494611390,200.44946977158900,252.78652422513300,237.51791853927300,136.98486445634400,187.87316333947700,169.46857587040200,179.9555029080150
118,235.36409968760300,197.56504022468900,261.78856209133100,242.8256966009490,136.9850638719000,187.81303642497000,169.46840427396800,179.7011666403350
119,225.37293923295900,199.3036003621970,262.9599414667530,247.8375806577770,136.98493305087400,187.8739963927010,169.4713360062130,179.88592436343600
120,229.96671744354500,198.4904193367620,262.4333342255180,248.16886645961900,136.9851026834830,187.78668212874800,169.46717389035100,180.06696203888800
121,224.62889059866700,199.75200509473400,262.3444654554430,247.37848459847600,136.98484025881500,187.9866357586890,169.46959378375600,179.6627384339740
122,233.08444116337100,199.6942332755790,259.8288474881390,246.65341707011200,136.98515392894,187.6512050079320,169.4692492285530,180.0756158547710
123,225.0023289825590,199.3052927127300,259.5031758976100,247.5738003874240,136.98510050218400,187.8124784693290,169.46686660242800,179.9271513300530
124,219.91038900882000,199.5108888264780,259.45752332839500,247.54964700387900,136.98498440937700,187.8485482288680,169.47244995313300,179.66906794551600
125,225.7381547219440,199.719324623038,261.5994210250840,247.4619510727280,136.98499026847500,187.833472145386,169.46476156549500,180.4715120416670
126,228.253536581682,200.43196098357800,261.60689540413500,249.18197109713000,136.9851190763310,187.70323627381100,169.46844325136100,180.0869487358990
127,225.0969294406940,197.79086801028300,258.71827426025100,248.23551189535000,136.98505574809600,187.90226628102600,169.47009091083600,179.99972386146700
128,233.0563416085060,201.46030443037200,259.810641771937,246.3842472641500,136.9850661469430,187.7846847797120,169.46820954900000,180.1173977795530
129,228.0544703973550,198.313929983408,261.56848504015300,249.24145450681300,136.9850642790970,187.78472375066600,169.46795707970100,179.97944628952100
130,225.38663684139800,196.27011679672800,261.9907814244490,247.63834452040500,136.98526829629400,187.60816390893900,169.46971165547900,179.87755392840900
131,228.4541203076950,196.98996311928200,262.4385141191960,246.9180619368920,136.9849628826500,187.84373967615800,169.46822815171800,179.94775809855400
132,228.42244450268,199.31408625697900,264.61090375646400,249.71212020997800,136.98500006850900,187.7673966282840,169.4672539641790,180.24101051911500
133,231.67188572713,199.14340133268100,257.18000358188300,245.5818446423300,136.98496807292600,187.82622122619200,169.46680148427000,179.88439713219100
134,229.44668745655200,198.59117562006500,258.6966466724490,243.57307515464400,136.98494988217600,187.89383892003800,169.472512730103,179.50233246638400
135,227.9190901287260,199.8861507548390,261.66484222382300,246.54372423795900,136.98506109641100,187.76957135098400,169.47105106449200,179.6033134876080
136,227.8977535080250,199.05873743891100,263.7458739386250,247.2836266677930,136.98502761400400,187.81675807294500,169.47069821739300,179.56885205429600
137,225.01683844533700,199.2300360385550,263.0619885035890,248.1211200096810,136.98496835927400,187.82274061034200,169.4670039521460,180.14768835089900
138,216.30070301859900,198.55224693494800,263.6293687227270,248.93444400569200,136.9851740059980,187.7249546030170,169.46826396757400,179.76505102132800
139,227.6321488364120,197.13665422847300,256.7296538358270,247.85751922739900,136.98503801810400,187.80138665120800,169.47142116465500,179.53730349617400
140,222.4577504484700,199.161246428666,264.15760051950300,247.8322602133170,163.62760202707700,189.8240979641900,169.47072315399800,179.35312336563500
141,224.7652395327170,198.97459672239400,260.87110177881300,246.0696225709440,149.11560500925300,187.85613189577100,169.47006812690800,179.75027336020300
142,231.69643334472000,196.37914873266800,257.7701820507670,244.85568575027000,156.10706227758000,187.86696844704100,169.47114787806300,179.62745959107400
143,231.02832095111400,197.77944914251700,261.1739779116280,246.20226221195800,163.15185513837800,187.9499326654110,169.4725979213870,179.5615622229650
144,230.22385880908100,199.57130080610500,258.6920452342500,246.1302125371860,179.61220034973400,188.33578930568800,169.46707293208700,180.17482338344700
145,219.03180035417500,199.7184085760780,258.9800406357250,242.8794068492990,186.51253930860400,189.64490030901000,169.46781396731300,180.00294548976100
146,232.49681204258100,199.3389647166530,260.5515807326180,243.8026831846120,187.03802669188300,188.4292923004360,169.46791585660300,180.03469445574400
147,220.5106625509600,198.70303332959000,259.25708749707500,240.96014720759100,191.5376331208220,193.85121299862000,169.4685042137430,180.09581672112900
148,233.92861208164000,197.92180150022000,264.72120704572800,239.3648038317830,191.76156274269600,194.28389959403400,169.4703192547840,179.75655453333800
149,229.2442917111370,198.979293910898,261.1030259926970,242.71093353946900,191.9326585544170,199.59508815467600,169.47269873982700,179.7724304317300
150,219.42731066473000,195.8448043268200,260.1264096060410,242.8287749878780,191.93318398179300,199.381372759099,169.46851065683900,179.67431836820400
151,230.86839458865600,199.5984988478650,264.5805182650470,243.02596675881100,191.9325506376710,199.62477664040700,169.47016740626500,179.72207548834600
152,222.24003310490800,194.5310786189610,256.12997427844600,244.682262742674,191.93282177312100,199.578588628542,169.46915977871700,179.96981500063800
153,227.34030003338200,196.425176995986,258.35033063327100,245.01255253360400,191.93323583619300,199.41445467568500,169.4705835469700,179.5987847086220
154,229.6970358755560,199.03433448430400,262.70565133434700,247.99593528428900,191.93298840790400,199.50038140573800,169.46964938348900,180.05613912114200
155,226.4064357552870,196.7770996672570,255.44092270864600,245.47945335164600,191.933445185754,199.4408491468420,169.46867361046400,179.7966242796950
156,229.2994523295640,200.04021688545200,259.1088031833650,247.2869035526940,191.9328426320540,199.6159572947990,169.46919245352300,179.90638664640100
157,215.52314479456600,197.8628987824020,257.6209014317400,245.22218447200300,191.93301076272,199.55796163967900,169.4674747118750,180.46542172138700
158,221.28661659122800,198.21135459002300,261.4627833735740,244.9668501764560,191.932851248036,199.53469751420200,169.46833447367000,179.84971473525100
159,225.705912298899,198.43716384675000,256.68039932353600,244.97025708488300,191.93295909348700,199.60595008765300,169.47370243958000,179.36171616568900
160,227.07690764928200,198.2942640807490,252.29043931679800,246.4455598918650,191.93327254498600,199.35111267987000,169.4717075238030,179.7080418425750
161,230.54726472637500,198.7715890470250,260.09208950073600,246.93215640752300,191.93232094543600,199.69520870603000,169.47223203498600,179.29472801583500
162,234.1199068495060,197.03801330006800,261.3774879408410,245.67500408018300,191.93375245752600,199.30520870001300,169.47419803491100,179.49198080384900
163,229.87952159247100,200.2665557610410,262.22707250881300,245.30694347502200,191.93347757497300,199.38833497042200,169.46818890951900,179.78600770138
164,235.86839944382500,198.1064873140720,262.09866476322300,246.06988932889200,191.93268338832100,199.54242457028400,169.468799489609,180.27396867632400
165,234.97848099320900,197.52619957110900,238.8381765574520,235.2804741670660,191.93248580629600,199.67067653441700,169.46928910879100,179.91777034898300
166,238.28064083412000,196.46090811619300,234.92851060798500,234.5095747938310,191.93252954834300,199.7199008550750,169.46810314082600,179.87716589368600
167,232.21381469090100,197.61492737838200,250.1737514803300,241.38732385313900,191.9323589013980,199.6686478406420,169.46695440185800,180.20126658987100
168,236.33565264001300,197.1733152875060,242.86512365158100,241.06519152830500,191.9327868046740,199.64848890577500,169.46857556418400,179.7773266927690
169,223.2111840099970,198.9658454635250,238.98800355323400,242.2047619690970,191.93339706202900,199.32024613441500,169.46941020477800,179.54672049133400
170,231.2262575169600,198.8740570698900,242.38302101712600,244.1970046430370,191.93287551496300,199.55029779417400,169.46797214259800,179.97657450385800
171,233.3062428656000,198.16468988873000,253.692037789868,244.45571034035400,191.93233648194700,199.7179778548790,169.46524032900300,180.18588564609500
172,234.0639346570100,197.8834511499560,246.3450498035910,242.51202862644600,191.9327089994630,199.6493812043040,169.47205307875500,179.85752435049900
173,231.2743980620750,199.29142534361500,245.2592881019360,240.39060754887800,191.933123278806,199.5146347458820,169.46771565964900,180.2067491424090
174,230.6700953639250,198.1986091877870,242.06247948078700,243.9220866610140,191.9329391371790,199.54618265565700,169.46912947411600,179.74335934976800
175,228.5622572731390,199.4118203212650,238.77107939805700,241.68722104479800,191.93301998551200,199.50382124490600,169.4691871783620,180.06017868742000
176,227.66965260078700,199.45158312121700,246.1619886404340,242.5668090054710,191.9331700657100,199.46771914148700,169.46825353922400,180.19922083314700
177,237.3473246086210,198.38882535516700,250.4987250499050,247.2670960423090,191.9329756238780,199.51842600608300,169.46544194758600,180.4481271487700
178,229.88583125266500,199.17999174285900,254.15659838770900,248.80479812311400,191.93283115479300,199.50732241875700,169.47137670141100,179.80482394713300
179,224.15672687232600,197.45280653792800,255.0644589383530,246.96603217380300,191.93230978471000,199.71928549997200,169.46407839577800,180.4599760205940
180,227.68054322784700,201.25193120610600,257.4990051856980,248.17907028051400,191.93372633077900,199.3044578756570,169.4699235034470,179.79572205530400
181,229.92812782950100,197.91254252253700,258.0762940470220,247.0349317979690,191.93295801572300,199.4700342665200,169.4684317791640,179.91529408550200
182,223.5889079596510,199.9071873194830,254.49117317543400,248.83711486847800,191.9326805607390,199.64702020366000,169.46777807222900,180.4771386602670
183,236.3480516753270,198.3531273615490,258.16573325986300,246.74280434882300,191.9330146176860,199.47609921698800,169.47105050159400,179.50689286028100
184,228.70325708575900,198.82562491578200,256.76157906295400,244.14154423848500,191.93250499223300,199.72777510789200,169.46984291674000,179.89752365130600
185,236.3392213116600,199.53638557741900,257.7284062189890,246.99996060150900,191.93279174442700,199.5357366849800,169.47006540111700,179.7295695970910
186,230.23687699435400,200.76524884874800,257.8277168470240,248.89367158641900,191.93326943404100,199.4219429428020,169.46988079073200,179.66781104944800
187,228.8812976801410,201.8603629296880,256.4021070532030,247.2358097918480,191.93262320170800,199.6170488231030,169.47167527334300,179.6422736179630
188,230.32198427653600,195.70821672215800,249.1952771785040,247.68429377902800,191.9325331116980,199.69140023873500,169.46696449672400,180.2425984503850
189,234.06718766524000,198.788823211283,257.1452824586310,250.2074670990490,191.9330842305100,199.4722768538480,169.46660646193000,180.03874299262200
190,229.55836002471300,197.9449642610170,258.9336103340250,250.23041907605000,191.93330395656300,199.41680854589300,169.46847759213500,180.27116123517100
191,235.50179820771800,200.81814555323000,255.04732548326600,246.44163638468200,191.9329893661150,199.53299486936100,169.4691051173530,179.8764275228120
192,231.87195259179300,201.4388430270440,255.9495637994370,249.74628222040100,192.2591848599070,199.31098472782600,169.46696593854300,180.32474889937100
193,234.8147683051690,201.95549698653700,257.74345587138500,249.8250607741530,191.9330500986750,199.47692102027800,169.47114614559900,179.84226010537700
194,221.9920643386100,201.3661907847010,257.3219718039630,252.6420046713000,191.93243613276400,199.71590879432600,169.4692884443120,179.95316387710300
195,222.761126536728,198.47512792947300,258.72268142728300,249.6507244681250,191.93240779571200,199.68670538403000,169.47028367649100,179.39248799824700
196,228.46151690065500,200.6042943638410,258.420134241512,251.76472219058300,191.9330244458380,199.4932261397110,169.4714985996400,179.58992612322200
197,232.09356261011200,198.3897165459160,256.2904716755030,250.52912286474000,191.93338075425100,199.42575052740200,169.46716135151100,180.1524178648660
198,232.02275393520200,203.2969779288010,260.8619052814870,250.7601618304230,191.93228512170600,199.71565649766200,169.47132206956000,179.71411176198700
199,232.24253012652700,202.1323146785340,260.7487281370360,249.466898494214,191.9331088424520,199.47568290635800,169.4683211047890,180.22841650915900
200,221.623248794828,198.37961390092600,253.06212403617000,249.41351150609200,191.93281507200100,199.57711947795500,169.4710760586580,179.52375877994100
201,237.39250122412900,199.13257968596200,260.6701015147490,248.41710379477100,191.93291074796000,199.52851475500400,169.47107398047100,179.52396495675200
202,230.2107539311800,200.56703643504500,260.85046779192300,247.08264180518400,191.9324486510360,199.6042788210380,169.471325056396,179.75834898446800
203,228.71915302287600,200.9436624722740,262.29520513412900,249.13431158485800,191.93317080958900,199.45100831437200,169.4708898142820,179.5483523910390
204,227.5163951776820,199.7999659987880,262.0259376616150,246.92999858157700,191.9330748912400,199.4908259361370,169.47087891025200,179.7221664448000
205,222.19744889984100,200.84000252801200,262.42166497428700,250.84985146937700,191.93266074466400,199.67415300008900,169.47134950534800,179.78958752917000
206,229.1291481396440,202.28902971348500,262.4695540611700,246.62917246682,191.93288850220100,199.52501753878200,169.46707269520600,180.22578623755200
207,234.2899587987200,199.54891373218500,260.9112266812250,249.02316881890500,191.932891292722,199.5370548244130,169.47375482595700,179.2350410932350
208,230.25477508630500,199.27973618763200,258.9085181721310,246.4986214209920,191.93244238725000,199.69867260455200,169.47326954712000,179.5090804769280
